EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
5, 2, -3, -2, -3, -3, -3, -1, 2021-08-20 18:14:58.957019
-8, -9, -8, -1, -1, -2, 0, -1, 2021-08-20 18:14:58.957019
2, -4, -1, 0, 1, -1, 0, -1, 2021-08-20 18:14:58.978019
-8, 0, 3, 1, 0, -1, 0, -2, 2021-08-20 18:14:58.978019
-3, 1, 9, 0, 0, 1, -1, -1, 2021-08-20 18:14:58.978019
5, 1, -4, -2, -1, 1, -1, -1, 2021-08-20 18:14:58.978019
-2, -2, -6, -4, -2, -4, -3, -1, 2021-08-20 18:14:58.993019
-4, -5, -3, -1, -1, 0, 1, 0, 2021-08-20 18:14:58.993019
-11, 1, -3, -1, -2, -3, -2, -2, 2021-08-20 18:14:58.994020
-1, -2, 5, 2, 1, -1, -1, 1, 2021-08-20 18:14:58.994020
7, -1, 1, 3, 0, 2, 2, 0, 2021-08-20 18:14:59.023019
-1, 4, -1, -3, 0, 1, -4, 0, 2021-08-20 18:14:59.024019
0, -4, -3, -2, 0, -1, 0, -1, 2021-08-20 18:14:59.024019
3, -6, -3, -3, -1, -1, -3, -4, 2021-08-20 18:14:59.024019
-1, 8, 5, -1, -2, -1, 1, 1, 2021-08-20 18:14:59.046019
-2, -2, -2, 0, -1, -1, 0, 0, 2021-08-20 18:14:59.046019
5, 7, 4, -2, -1, 0, 0, -2, 2021-08-20 18:14:59.046019
-18, -18, -7, 1, 1, -2, -1, -1, 2021-08-20 18:14:59.047019
2, -3, -2, -3, -1, -1, -3, -1, 2021-08-20 18:14:59.060019
-5, 7, -1, 1, -1, -2, -1, -1, 2021-08-20 18:14:59.060019
1, -2, -3, 0, 0, 0, -1, 1, 2021-08-20 18:14:59.061020
16, 9, 3, 1, -2, -2, -1, 0, 2021-08-20 18:14:59.061020
-1, -6, -3, 0, 0, -3, 0, -2, 2021-08-20 18:14:59.074019
1, -2, 1, -1, -2, -1, 2, 0, 2021-08-20 18:14:59.075019
0, 2, 0, -2, -2, -2, -2, -2, 2021-08-20 18:14:59.083019
-12, -3, -5, -4, -2, -2, -2, -2, 2021-08-20 18:14:59.083019
9, 4, 0, -2, 0, 0, -1, -2, 2021-08-20 18:14:59.098020
-8, 2, 0, 0, -1, -3, -1, 1, 2021-08-20 18:14:59.098020
28, -6, -4, -2, 0, 0, 0, 1, 2021-08-20 18:14:59.098020
-9, 6, 1, -4, -1, 0, -1, -2, 2021-08-20 18:14:59.098020
-2, -2, 4, 4, 1, 2, -1, 0, 2021-08-20 18:14:59.120020
4, 0, 1, -1, -3, -1, -4, -2, 2021-08-20 18:14:59.120020
-4, 0, -5, -6, -2, -3, -2, -3, 2021-08-20 18:14:59.121020
-3, -4, 0, 2, 1, -1, 0, -1, 2021-08-20 18:14:59.121020
-8, -1, -3, 0, 0, -1, -2, 0, 2021-08-20 18:14:59.134020
11, 4, 2, 0, 0, 2, 1, 1, 2021-08-20 18:14:59.135021
-7, -3, -1, -2, -1, -2, -2, -2, 2021-08-20 18:14:59.143019
1, 3, -1, -1, -1, -1, -1, 0, 2021-08-20 18:14:59.143019
-1, 4, 0, 1, 1, 1, -1, 2, 2021-08-20 18:14:59.158018
-5, -15, -5, -3, 0, 0, 1, -2, 2021-08-20 18:14:59.158018
-5, 0, 0, 1, 0, -2, -2, 2, 2021-08-20 18:14:59.158018
-5, 5, 2, 1, 0, -2, 0, 1, 2021-08-20 18:14:59.158018
4, 6, 0, -1, 0, -2, -1, 1, 2021-08-20 18:14:59.188019
6, 2, 2, -2, -2, -3, -6, -3, 2021-08-20 18:14:59.189020
-10, -5, -5, -3, -2, -1, -1, 0, 2021-08-20 18:14:59.189020
-9, -10, -3, 0, -1, 0, 1, 0, 2021-08-20 18:14:59.189020
-7, 1, 3, 0, -2, 1, -1, -1, 2021-08-20 18:14:59.194020
12, -4, 0, -1, -1, -1, -1, -1, 2021-08-20 18:14:59.194020
-7, -2, -2, 0, 0, -1, -1, -2, 2021-08-20 18:14:59.203021
-2, 0, -2, -4, -3, -5, -5, 1, 2021-08-20 18:14:59.203021
6, -5, -3, 0, 0, -1, -2, -2, 2021-08-20 18:14:59.218020
-9, -2, -1, -1, 1, -1, -1, 0, 2021-08-20 18:14:59.218020
1, 0, -1, 2, 0, 1, 1, -2, 2021-08-20 18:14:59.218020
4, -3, 0, -2, -1, 1, 0, -1, 2021-08-20 18:14:59.218020
-13, -10, -6, -2, -1, 0, -1, -4, 2021-08-20 18:14:59.240020
5, 3, -3, -1, -1, -3, -2, -2, 2021-08-20 18:14:59.240020
-2, 2, 3, 2, 0, 0, 1, 1, 2021-08-20 18:14:59.241020
5, 3, -3, 0, -1, 1, -1, 0, 2021-08-20 18:14:59.241020
-4, 5, 5, -1, -1, -4, -3, 1, 2021-08-20 18:14:59.263019
-6, -17, -4, 1, 1, 1, -3, 0, 2021-08-20 18:14:59.264020
0, 6, -3, -2, -2, -1, -1, 1, 2021-08-20 18:14:59.264020
4, -2, 0, 0, -1, 0, 0, 0, 2021-08-20 18:14:59.264020
-13, -8, -3, 1, 0, -3, 1, -1, 2021-08-20 18:14:59.278053
20, 7, 1, -3, -1, -1, 0, -1, 2021-08-20 18:14:59.278053
-3, -3, 0, 0, -2, -1, -2, -1, 2021-08-20 18:14:59.279053
2, -5, 0, 1, 0, -2, -1, -1, 2021-08-20 18:14:59.279053
-1, 4, -3, -2, -2, 0, -2, -1, 2021-08-20 18:14:59.300053
-21, -2, -2, -1, 0, -1, -2, -2, 2021-08-20 18:14:59.300053
7, 0, 2, 1, 0, -1, -1, -2, 2021-08-20 18:14:59.301053
-6, -2, 1, 0, -1, -1, -1, -4, 2021-08-20 18:14:59.301053
13, -4, -2, 1, 1, 0, 0, -2, 2021-08-20 18:14:59.325052
-8, 2, -2, -3, -1, -1, 1, 0, 2021-08-20 18:14:59.325052
-16, -6, -3, -2, -2, -1, -1, -4, 2021-08-20 18:14:59.325052
9, 2, -1, 1, 0, 1, 0, -1, 2021-08-20 18:14:59.326052
7, 3, 3, 0, -1, -1, 1, 1, 2021-08-20 18:14:59.346053
-4, 5, -4, -2, -2, -1, -1, 0, 2021-08-20 18:14:59.346053
1, -6, -4, 0, 0, -1, -2, -2, 2021-08-20 18:14:59.346053
-12, -7, 0, -1, -1, 0, -1, -1, 2021-08-20 18:14:59.347052
4, 0, -1, -3, -1, -2, 0, -1, 2021-08-20 18:14:59.361052
3, -2, -2, 1, 1, -3, 1, -1, 2021-08-20 18:14:59.361052
-5, 7, 2, 0, 0, 0, -3, 1, 2021-08-20 18:14:59.383052
4, -1, -4, -2, -3, -2, -1, -1, 2021-08-20 18:14:59.383052
-8, -4, 0, 0, -2, 1, -2, -2, 2021-08-20 18:14:59.393052
-5, -2, 0, -1, -1, 1, 1, 2, 2021-08-20 18:14:59.393052
-9, -1, -2, 2, -1, 1, 0, -1, 2021-08-20 18:14:59.400052
5, -4, 0, 1, 2, 1, -1, 2, 2021-08-20 18:14:59.400052
-1, -1, -3, -2, -1, -2, -3, -1, 2021-08-20 18:14:59.401053
-4, -4, -6, -3, 0, 0, -1, -2, 2021-08-20 18:14:59.401053
10, 3, 2, -1, -2, -2, -1, 1, 2021-08-20 18:14:59.402053
-1, 6, 4, -1, -1, -2, -1, -1, 2021-08-20 18:14:59.402053
1, -8, -4, 0, 1, 0, 2, 0, 2021-08-20 18:14:59.421052
-1, 1, 3, 1, 0, 0, 1, 1, 2021-08-20 18:14:59.421052
3, -11, -2, -1, 0, 2, 0, 1, 2021-08-20 18:14:59.421052
-8, -9, -10, -3, -1, -1, -1, -4, 2021-08-20 18:14:59.422053
2, 20, 9, 0, 0, 1, -1, 1, 2021-08-20 18:14:59.443052
-11, -1, 2, -1, -1, -2, -3, -1, 2021-08-20 18:14:59.443052
13, -1, -5, -2, 0, 0, 0, -1, 2021-08-20 18:14:59.444052
0, 2, 1, -2, -1, -1, -1, -2, 2021-08-20 18:14:59.444052
-4, -8, -7, 0, 0, 1, 0, -1, 2021-08-20 18:14:59.458053
-17, -4, -1, 0, -1, 1, -1, -3, 2021-08-20 18:14:59.458053
15, 3, 3, 0, -1, -2, 1, 0, 2021-08-20 18:14:59.458053
3, 3, -1, 0, 0, 0, -2, 1, 2021-08-20 18:14:59.458053
1, -7, -6, -1, -2, -3, 1, 0, 2021-08-20 18:14:59.480557
-1, 9, 3, -1, 2, -1, -2, -1, 2021-08-20 18:14:59.480557
-9, 2, -1, -2, -3, -1, 1, -1, 2021-08-20 18:14:59.480557
2, 1, 0, -1, -1, -1, -1, 1, 2021-08-20 18:14:59.480557
1, -3, 3, 0, -2, 0, 1, 0, 2021-08-20 18:14:59.503564
2, -4, -9, -3, -1, 0, -1, -2, 2021-08-20 18:14:59.503564
-2, -12, -6, -1, 1, 3, -1, -2, 2021-08-20 18:14:59.503564
-4, 1, 3, 0, 1, 0, -1, -1, 2021-08-20 18:14:59.504562
16, 11, 5, 2, -1, -1, -3, -1, 2021-08-20 18:14:59.517563
16, 4, 4, -1, -2, -3, -1, 2, 2021-08-20 18:14:59.517563
-8, 0, 1, 0, -2, -6, -3, 0, 2021-08-20 18:14:59.518563
1, -1, -3, 1, -1, -4, -2, -1, 2021-08-20 18:14:59.518563
-17, -16, -7, -3, -1, -3, -1, -2, 2021-08-20 18:14:59.539563
8, 0, 1, 1, -1, 0, 1, 1, 2021-08-20 18:14:59.540563
13, 11, 3, -2, -1, 0, 2, 1, 2021-08-20 18:14:59.540563
