EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
0, 1, 1, 0, 0, 1, 3, 0, 2021-08-24 19:24:46.018909
-2, -2, -1, 0, -1, -2, -1, -3, 2021-08-24 19:24:46.020909
-1, 0, 0, -1, -2, -2, 0, -2, 2021-08-24 19:24:46.020909
-1, -1, -1, -1, -3, 0, 0, -2, 2021-08-24 19:24:46.048906
-1, -1, 0, -1, 0, 0, 0, 0, 2021-08-24 19:24:46.049906
0, -1, -1, -1, -2, -1, -3, -1, 2021-08-24 19:24:46.050906
-1, -2, 0, 1, 0, -1, 0, -1, 2021-08-24 19:24:46.050906
-4, -3, -2, -1, -2, 0, -1, -1, 2021-08-24 19:24:46.054904
-3, -1, -3, -1, 0, -1, -1, -4, 2021-08-24 19:24:46.054904
-1, -2, -2, -1, 0, 1, 0, 1, 2021-08-24 19:24:46.063908
-1, -2, -1, -3, -1, 1, 0, 1, 2021-08-24 19:24:46.064904
-1, 1, -2, 0, -1, 0, 1, 0, 2021-08-24 19:24:46.078902
-1, -1, -3, -2, -2, 0, -3, -1, 2021-08-24 19:24:46.079901
-1, -2, 0, -2, -2, -2, -1, -2, 2021-08-24 19:24:46.080905
1, 0, 0, -2, 0, 0, -2, -1, 2021-08-24 19:24:46.080905
-1, -1, 0, 0, -2, -3, 0, -1, 2021-08-24 19:24:46.101898
0, -1, 0, 0, -2, 0, 0, 1, 2021-08-24 19:24:46.101898
-1, -1, -1, -2, -2, -3, -3, -4, 2021-08-24 19:24:46.102898
1, 1, 0, -3, 0, 0, -1, 1, 2021-08-24 19:24:46.102898
-1, 1, -1, 0, 0, -2, 0, -1, 2021-08-24 19:24:46.115899
1, 0, -1, 1, 0, -4, 0, 1, 2021-08-24 19:24:46.115899
0, 0, -3, 0, 0, 0, 0, -2, 2021-08-24 19:24:46.123895
0, 0, -3, -1, 1, -1, -1, -2, 2021-08-24 19:24:46.124895
0, 0, -2, -1, -2, 1, -1, 0, 2021-08-24 19:24:46.138894
-1, -1, 0, -2, -2, -2, -2, 1, 2021-08-24 19:24:46.138894
-1, -1, 0, -1, -1, -2, -2, -2, 2021-08-24 19:24:46.140893
0, -1, -2, 1, -1, -1, 0, 0, 2021-08-24 19:24:46.140893
0, -3, -1, 0, 0, -1, -3, -1, 2021-08-24 19:24:46.161891
-1, -2, 0, -1, -1, -1, -1, -2, 2021-08-24 19:24:46.161891
-1, -2, -1, 0, -1, 0, -2, 1, 2021-08-24 19:24:46.162891
-2, -2, -3, 0, -3, -3, -1, -2, 2021-08-24 19:24:46.163891
-3, -1, -1, -1, -1, 0, -2, -3, 2021-08-24 19:24:46.174889
0, 0, -3, -3, -1, 0, -1, 1, 2021-08-24 19:24:46.175888
-1, 2, -1, 0, 0, 1, -1, 0, 2021-08-24 19:24:46.183887
0, -2, -2, -3, -4, 0, -1, -1, 2021-08-24 19:24:46.183887
-3, -1, -1, 0, -1, -1, -2, -5, 2021-08-24 19:24:46.198888
0, -2, -1, 0, -1, -1, -1, -1, 2021-08-24 19:24:46.198888
0, -1, -2, -1, -1, -3, -1, -2, 2021-08-24 19:24:46.200886
2, 0, 1, 0, -1, 0, -1, 3, 2021-08-24 19:24:46.200886
-1, -1, 0, -2, 0, 0, 0, 0, 2021-08-24 19:24:46.221882
-1, -1, -1, 1, 0, 0, -1, -1, 2021-08-24 19:24:46.221882
0, -1, -1, -1, 0, -1, 1, -3, 2021-08-24 19:24:46.222884
-2, 0, -1, -1, -2, 1, -2, -1, 2021-08-24 19:24:46.223883
0, -1, -1, -1, -1, -2, -1, 0, 2021-08-24 19:24:46.234881
-1, 1, -1, -1, -1, -1, -1, -1, 2021-08-24 19:24:46.235880
-2, -1, 0, -1, 0, -1, 0, 0, 2021-08-24 19:24:46.243881
-3, -1, -2, -1, -1, -1, -3, -6, 2021-08-24 19:24:46.244879
2, 0, -1, 0, -2, 0, 3, 2, 2021-08-24 19:24:46.258877
-1, -2, -1, 0, -2, 0, -2, -2, 2021-08-24 19:24:46.258877
-1, -1, -1, 0, -2, -1, -1, 1, 2021-08-24 19:24:46.260879
-1, -2, 1, -1, 0, 0, 0, -2, 2021-08-24 19:24:46.260879
0, 0, 0, -1, 0, -2, -1, 0, 2021-08-24 19:24:46.281390
0, 0, -1, -1, -1, 1, 0, -1, 2021-08-24 19:24:46.281390
0, -1, -1, 0, 0, 0, -1, 0, 2021-08-24 19:24:46.283387
-2, 0, -1, 0, 0, -2, -1, -3, 2021-08-24 19:24:46.283387
-1, -1, -2, 0, 1, -1, -1, 1, 2021-08-24 19:24:46.295386
-1, -1, -1, 0, -2, -2, -2, -3, 2021-08-24 19:24:46.295386
0, 0, 0, -1, 0, 0, 0, -1, 2021-08-24 19:24:46.310383
-1, -1, 0, 0, 2, 2, 3, 2, 2021-08-24 19:24:46.310383
0, -1, -2, -2, -1, 1, -1, -3, 2021-08-24 19:24:46.319382
1, 0, 0, -1, 1, -1, 1, 2, 2021-08-24 19:24:46.319382
1, 0, -1, 0, 1, -2, -3, 1, 2021-08-24 19:24:46.320382
-2, -1, -3, 0, -2, -4, -1, -3, 2021-08-24 19:24:46.320382
-1, -2, 0, -1, -3, -1, -1, -2, 2021-08-24 19:24:46.341379
-1, 0, -1, -1, -1, 0, 0, 0, 2021-08-24 19:24:46.341379
-1, -2, -1, -1, -2, 0, -2, -2, 2021-08-24 19:24:46.343379
0, 0, 0, 0, -3, -3, -2, 1, 2021-08-24 19:24:46.343379
-2, -2, 0, -2, -2, -1, -1, -2, 2021-08-24 19:24:46.355377
-1, -2, -1, -2, -2, -2, -1, 0, 2021-08-24 19:24:46.355377
0, 0, 0, -1, -3, 0, 0, -1, 2021-08-24 19:24:46.364376
